㐂;匕
含;口𠆢
听;斤口
吭;口亠几
吮;口儿厶
启;丶口尸
吱;十又口支
吴;一口大
吵;丿口小
吶;口人冂
吸;丿口及
吹;欠口
吻;勿口勹
吼;乙口子
吽;丨牛口二
吾;一口五
呀;牙口
呂;口
呃;卩厂口
呄;十乃口
呆;口木
呇;口水
呈;王口
呉;口ハ
告;丿口土
呍;二厶口
呎;口尸
呏;丿口廾
呑;丿口大
呕;丶丿匚口
呞;一亅口
呟;玄口亠幺
呢;匕口尸
呤;丶𠆢マ口
呦;力口幺
呧;丶口氏
周;口土冂
呩;二口小示
呪;口儿
呫;卜口
呬;儿口囗
呭;一丨口世
呮;ハ口
呰;口止匕
呱;瓜口
味;丨口二ハ木亠
呴;勹口
呵;口亅
呶;口女又
呷;丨口田
呻;丨口田
呼;丿口丷亅
命;口𠆢卩一
呿;厶口土
咀;一口目
咁;口甘
咃;丨乙⺅匕口也
咄;丨口山
咅;口立
咆;口勹已
咈;丨丿口廾弓
咉;口大
咊;丿口木禾
咋;丨丿口
和;禾口
咍;厶口
咎;口人夂
咏;丿口水丶
咐;⺅口寸
咑;一亅口⺘
咒;口几
咕;十口
咖;力口
咜;匕口宀
咟;一口日白
咠;口耳
咡;口耳
咢;口二勹
咤;丿乙口宀
咥;口至土厶
咦;口大弓
咧;⺉口歹
咨;欠口冫
咩;丷口王羊
咪;口米
咫;口ハ尸
咬;口父亠
咭;口士
咮;一丿口木
咯;口夂
咱;口目自
咲;口人大二丷
咳;口人亠
咷;丶丿儿冫口
咸;丿口戈
咹;口女宀
咺;一口日
咻;⺅口木
咼;口冂
咽;口大囗
咾;口⺹
咿;丿⺅口ヨ
哀;衣口亠
品;口品
哂;口西
哃;一冂口
哄;丨一口二ハ
哆;口夕
哇;口土
哈;口𠆢
哉;口土戈
哊;一丿口月肉
响;丿冂口
哎;丶丿口⺾
哘;口行彳
哠;丿口土
員;貝目ハ口
哢;王口廾
哥;一口亅
哦;口亅戈
哨;月口⺌
哩;口里
哪;二刀口⻏
哬;一亅⺅口
哭;犬口
哮;口子⺹
哯;儿口目見
哱;冖十口子
哲;斤口⺘
哳;口⺘斤
哶;一丨二十卜口干
哺;口十用丶
哼;一亅亠口
哽;丿口田
哾;儿丷口
哿;一亅力口
唀;丿乃口木禾
唁;口言
唄;貝目ハ口
唅;一丶𠆢口
唆;口儿厶夂
唇;衣口辰厂
唈;乙口已⻏巴
唉;一丿厶口大矢
唌;丿口廴止
唍;二儿口宀元
唎;丿⺉口木禾
唏;丿一巾口
唐;丨ヨ一口广
唔;一口五
唕;十口日白
唖;丨一口
唪;一丨丶丿二口大
唫;一𠆢丷十口土干
售;口隹
唯;口隹
唱;口日
唲;儿口臼
唳;戸口大一尸
唵;乙口大日田奄
唶;丨二口日
唸;口心𠆢
唹;口方𠆢冫
唻;人口木
唼;口女立
唽;口斤木
唾;丨丿一口
啀;口土厂
啁;丨二冂口土
啄;口豕
啅;口十日卜
商;口丷立亠儿冂
啇;亠丷冂十口
啉;口木
啊;一亅口⻏⻖
啌;穴口工儿宀
啍;亠口子
問;口門
啐;亠人十口
啑;口土ヨ走
啓;戸口攵一尸
啖;火口
啗;臼口勹
啘;卩口夕宀
啚;十口囗
啛;一丨十口女ヨ
啜;口又
啝;禾口
啞;一丨口
啠;口斤
啡;口非
啣;口止凵卩
啤;丿十口日白
啦;口⺘立
啻;巾口丷立亠冖
啼;巾口丷立亠冖
啽;一𠆢口廾
啾;火禾口
啿;一丨ハ匚口甘
喀;口夂宀
喁;冂厶口田禸
喂;一口田衣
喃;干口十丷冂
善;王口丷羊
喆;口士
喇;丨⺉口ハ木亠
喈;匕口日比白
喉;⺅口矢
喊;丿口戈
喋;口木世
喎;丨冂口
喏;口⺾石
喑;口日立音
喒;卜口夂日
喓;口女西
喔;一厶口土尸至
喗;冖口車
喘;丨一口山而冂
喙;ヨ口豕
喚;口大儿冂勹
喜;口士豆丷
喝;口日勹匕
喞;口艮卩
喟;月口田
喣;勹口⺣
喤;口日王白
喧;一口日宀
喨;口亠儿冖
喩;⺉月口𠆢
喪;丨衣一口
喫;口大土刀亠
喬;丿口冂大
喭;丶丿亠厂口彡
單;口十田
喰;口食
喲;一丶勹口小幺糸
営;口⺌冖
喿;口木
嗁;几匕卜厂口虍
嗃;亠冂口高
嗄;一口自夂
嗅;口自大
嗆;一丶丿𠆢口尸日
嗇;口人土囗
嗉;一丨二口小幺糸
嗋;力口月
嗌;一ハ丷口皿
嗎;口馬
嗑;厶口土皿
嗒;一𠆢口⺾
嗓;又口木
嗔;口十ハ目
嗗;冂冖口月骨
嗘;口大幺爪
嗚;口鳥⺣
嗛;一丨丶丿口ヨ
嗜;口日⺹
嗝;一儿冂口鬲
嗞;一丷口幺
嗟;丿王口工丷羊
嗢;人口日皿
嗣;丨一口亅冂
嗤;口山虫
嗩;ハ口小⺌目貝
嗶;一丨口田里
嗷;口土方攵
嗹;口⻌車
嗽;丨欠口ハ木
嗾;口方矢
嗿;丶𠆢ハ口目貝
嘅;乙匕厶口无日白牙
嘆;丿一口⺾
嘇;𠆢厶口彡
嘈;一丨口日
嘉;口士力
嘊;厂口土山
嘍;一丨口女日
嘎;一口戈目自
嘏;二十又口尸
嘐;𠆢冫口彡羽
嘑;一丿亅丷匕卜厂口虍
嘒;一丨二口ヨ
嘔;口匚品
嘖;貝目ハ口土亠
嘗;口⺌日冖匕
嘘;口卜匕厂虍
嘙;冫十厂又口女⺡支
嘛;口麻木广
嘨;丨丿口ヨ水米隶
嘩;一口⺾丨
嘬;又口日耳
嘯;丨丿ヨ口水米隶聿
嘰;人口幺戈
嘱;口尸禸
嘲;月口十日
嘳;一丨ハ口目虫貝
嘴;角口止匕
嘵;一儿口土
嘶;甘斤口ハ
嘷;二冫十口目自
嘸;丨丿一口⺣無
嘹;丶丿口大小日
嘻;一丷十口士豆
嘼;一口田
嘽;一丨十口日田
嘿;丨二丷口⺣里黒
噀;丨二ハ口已
噁;一丨二口心
噂;口寸西丷
噃;丿口田米
噄;一丨二刀口小幺糸
噆;口无日曰
噇;口立里
噉;一丨口攵耳
噋;亠口子攵
噌;口田日丷
噍;口⺣隹
噎;口士豆丷冖
噏;一𠆢冫口羽
噐;口工
噓;一丨匕卜厂口虍
噔;一丷口癶豆
噛;口止歯米
噞;一人𠆢口
噠;丷⻌口土王羊
噡;ハ勹厂口言
噢;丿冂口大米
噣;勹口⺲虫
噤;口示二小木
噦;一丨丿厂口戈止
器;口大
噩;口王
噪;口木品
噫;音口心日立
噬;口工人竹
噭;口攵方日白
噯;冖口夂心爪
噱;匕卜厂口虍豕
噲;一丨𠆢丷口日
噴;貝目ハ口十⺾
噵;丷⻌口目自首
噶;人勹口⺾日
噸;貝目ハ口頁屯
噺;斤口十辛丷木立亠
嚀;口心⺲宀
嚄;又口⺾隹
嚅;一丨冖口而雨
嚆;口高亠冂⺾
嚇;口赤土
嚈;丶厂口大日月犬
嚊;口自田廾鼻
嚋;一口士寸工
嚌;一亠刀口廾氏齊
嚏;口十田疋冖
嚔;口十田冖疋
嚕;口日⺣田魚
嚙;一人凵口止
嚚;匚口臣
嚝;一丨二ハ口广日田黄
嚞;口士
嚟;丿𠆢勹口木水禾
嚠;⺉金口厶
嚢;丨衣一口ハ亠冖
嚥;一口凵匕⺣爿
嚦;丿厂口木止禾
嚧;匕卜厂口田皿虍
嚨;一乙口月立竜
嚩;一丨丶十口寸小幺用糸
嚫;一儿口小目立見
嚬;丿亅ハ口小止目貝頁
嚭;一丨丶丿丷十口士豆
嚮;口艮⻏冂
嚱;丷匕卜厂口戈虍豆
嚲;一丨亠十口子日田
嚳;一丨丿冖口土ヨ爻牛臼
嚴;口耳厂攵
嚶;貝目ハ口女
嚷;一丨二亠口衣
嚼;口艮寸爪⺲
嚾;口⺾隹
囀;口車十寸田厶
囁;口耳
囂;一口自ハ
囃;口人木亠隹
囅;丨二十口尸日田衣
囈;九口土二丶儿厶⺾
囉;丶丿口小幺⺲糸隹
囊;一丨二冖十口衣
囋;丿儿ハ口土目貝
囌;丿口⺾木⺣田禾魚
囍;一丶丿丷十口士豆
囎;貝目口田日ハ丷
囏;一丨二丷十口士大豆革
囐;丶儿冂匕卜厂口大犬虍鬲
囑;口虫⺲勹尸
囓;口止歯土刀米亠凵
囗;囗口
囘;冂已
囙;一囗
囚;人囗
四;儿囗
囜;厶囗
囝;囗子
回;口囗
囟;丶丿囗
因;大囗
囡;囗女
団;寸囗
囤;丿乙凵囗屯
囥;一丶亠几囗
囦;囗水
囧;ハ口囗
囨;一丨丿囗
囫;丿勹囗勿
园;二儿囗元
囮;⺅匕囗
困;木囗
囱;丶丿囗夂
囲;囗井
図;斗囗
囶;ハ囗土
囷;丿囗木禾
囹;刀𠆢囗
固;口十囗
国;王囗丶
囿;丿一月囗
圀;方儿囗
圁;囗言
圂;囗豕
圃;十用丶囗
圄;口囗五
圇;一丨亅𠆢冂囗廾冊
圈;人大二丷卩囗
圉;干十辛土立亠囗
圊;一丨二亠冂囗土月青
國;口囗戈
圌;囗山而
圍;口囗韋
圏;一人大二丷囗已
圑;一丨丶二冂囗寸巾
園;衣口土囗
圓;貝目ハ口囗
圕;丨二囗ヨ日聿
圖;口囗
團;十寸厶囗
圚;一丨ハ口囗目虫貝
圛;一丨丷十土干⺲
圜;衣一口⺲囗
圝;囗小幺糸言
土;土
圠;乙土
圡;丶土
圢;一亅土
圣;又土
圤;卜土
圥;儿土
圦;土入
圧;土厂
在;丨丿一土
圩;亅二土
圪;一丿乙土
圬;二勹土
圭;土
圮;土已
圯;土已
地;土也
圳;土川
圴;一丶勹土
圷;土卜
圸;山土
圻;斤土
圽;丿勹土勿
圾;丶又乃土及
圿;丨丿𠆢土
址;止土
坂;土又厂
坅;一丶𠆢土
坆;土攵
均;土冫勹二
坊;土方
坌;ハ刀土
坍;一丶冂土舟
坎;欠土
坏;丨丿一土丶
坐;丨土人
坑;土亠几
坒;匕土比
坡;土皮又
坢;丨二丷土
坤;丨土日田
坥;一土目
坦;一土日
坧;一丿口土石
坨;匕土宀
坩;甘土
坪;干土丷
坫;卜口土
坭;匕土尸
坮;厶口土
坯;一丨丶丿土
坰;冂口土
坱;土大
坳;力土幺
坴;儿ハ土
坵;一土斤
坷;一亅口土
坹;ハ土宀穴
坺;又土弋
坻;一丶土氏
坼;丶土斤
坾;一亅土宀
坿;⺅寸土
垁;一丿土大矢
垂;丨丿一
垃;土立
垈;⺅土弋
垉;土勹已
型;⺉土廾丿
垌;一冂口土
垓;人土亠
垔;土西
垕;一丿厂口土
垗;丶丿儿ハ冫土
垙;一儿土⺌
垚;土
垜;乃土木
垝;丿勹卩厂土
垞;一丿乙匕土宀
垟;丷土王羊
垠;艮土
垡;丶乙⺅土戈
垢;丿斤口土亅厂
垣;一土日
垤;至土厶
垧;丿冂口土
垨;土宀寸
垩;丨丶丿二丷土
垪;丨丿土二丷廾
垬;丨二ハ土
垰;土卜
垳;行土彳
垸;一二儿土宀元
垽;土⺡斤
埀;丿土匕爿
埃;土矢厶
埆;角土
埇;マ土用
埈;儿厶土夂
埋;土里
埌;丶土艮
城;丿土戈
埏;丿土廴止
埒;寸爪土
埓;丿寸土
埔;十土用丶
埕;丨丿二口土王
埖;⺅土匕⺾
埗;丿亅土小止
埜;土木
埝;丶𠆢土心
埞;土宀疋
域;口土戈
埠;丨口十土⻖
埡;一丨土
埣;十人土亠
埤;丿十土日
埦;卩土夕宀
埧;一ハ土目貝
埩;亅勹土ヨ
埭;土ヨ水隶
埰;土木爪
埴;十土目
埵;一丿土車
埶;丶儿ハ九土
執;丿九十辛土立丶亠
埸;丿勹土日勿
培;口土立
基;一甘土ハ
埻;亠口土子
埼;口大土丨一
埽;丨冂冖土巾ヨ
埾;又土耳
埿;匕土尸⺡
堀;丨山土尸
堂;口⺌土冖
堃;土方
堄;儿土臼
堅;臣土又
堆;土隹
堈;一丷冂土山岡
堉;亠厶土月
堊;一土二
堋;月土
堌;十口囗土
堍;一丨丶丿乙儿勹口土免
堕;丿一月土⻖
堙;丨一西土
堛;一口土田
堝;口土冂
堞;一丨土木世
堟;土ヨ彑豕
堠;一丿⺅ユ土大矢
堡;⺅口土木
堤;土日疋
堦;匕土日比白
堧;土大而
堪;土儿匚甘
堭;土日王白
堯;土儿一
堰;女土日匚
報;十辛土又立亠卩
堲;匕卩厶土日白
場;土日勿
堵;土日⺹
堹;一丨丿土日車
堺;田土ハ儿
堽;止土⺲
堿;一丿厂口土戈
塀;丨丿一土二ハ尸廾
塁;田土冫
塉;丶丿二人冫土月
塊;鬼田土儿匕厶
塋;火土冖
塌;丿亅冫土日羽
塍;一丶ハ丷冂土大月
塏;丷口土山豆
塐;一丨二土小幺糸
塑;月土丷屮
塒;寸土日
塔;口土𠆢⺾
塕;𠆢ハ冫厶土羽
塗;⺡土ハ𠆢亅木
塘;丨ヨ一口土广
塙;口高土亠冂
塚;土冖豕
塞;一土ハ宀
塟;一匕土夕⺾歹
塡;ハ匕土目貝
塢;鳥土⺣
塤;ハ口土目貝
塧;一ハ丷土皿
塨;丨丶丿亅二土⺣
塩;口皿土
填;十土ハ目
塰;⺡土母毋
塲;土日勿
塵;鹿土比广
塸;匚口土
塹;斤車土
塼;丶厶土寸日車
塾;丶九口子土亠
塿;丨口土女日
墀;丨丶丿二冫土尸牛
墁;二冂又土日⺲
境;音土日立儿
墅;土里マ
墇;十土日曰立
墈;一丨二ハ力匚土甘
墉;丨土广ヨ月用
墊;一丶丷十九土
墋;𠆢厶土彡
墌;一丨土广⺣
墍;乙匕土无日白牙
墏;丶土夕寸爿
墐;二十口土革
墓;大土日⺾
墔;土山隹
墖;一𠆢口土田
増;田土日丷
墜;土丷豕⻖
墝;一儿土
增;丶ハ丷口土日
墟;丨一土丷卜匕厂虍
墠;一丨十口土日田
墡;一丷口土王羊
墢;几又土弓殳癶
墦;丿土田米
墨;黒土里⺣
墩;亠口土子攵
墪;亠口土子攵
墫;寸土酉丷
墮;月工土⻖
墱;丷口土癶豆
墲;一丨丿土⺣無
墳;貝目ハ十土⺾
墸;土日⺹⺾
墹;土日門
墺;大土米冂
墻;口人土囗
墼;几凵又土山殳車
墾;艮爪土⺨豸
壁;口十辛土立尸
壂;丨二ハ几又土尸殳
壃;一土田
壄;マ土木矛
壅;土亠隹
壇;一口土日亠囗
壈;丿亠口囗土木禾
壊;衣十土⺲
壌;衣土ハ亠
壍;土⺡斤車
壎;一丨丿二丷口土⺣車
壐;一丨丶丿ハ冂土巾爻
壑;口土ハ卜又𠆢冖
壒;厶土⺾皿
壓;月犬土日厂
壔;一口土士寸工
壕;口土亠冖豕
壖;一丨冖土而雨
壗;ヨ皿土⺣聿
壘;田土
壙;丨一黄田土二ハ广
壚;匕卜厂土田皿虍
壜;雨土二日厶
壝;ハ土目虫貝
壞;衣土⺲亠
壟;月土立
壠;一乙土月立
壡;一𠆢ハ冖卜又口土谷
壢;丿厂土木止禾
壤;丨衣一口土亠
壥;黒土里厂⺣
壩;一丨二冖十口土廾月雨革
士;士
壬;丿士
壮;士爿
壯;士爿
声;士尸
壱;士冖匕
売;士儿冖
壳;一冖几士
壴;一丷十口士豆
壷;丨一口士冖
壹;口士豆丷冖
壺;一士冖
壻;月土疋
壼;一士二冖
壽;一口工士寸
夂;夂攵
夅;丨二土夂
夆;一丨二夂
変;亠夂
夊;夂
夋;儿ハ厶夂
夌;儿ハ土夂
复;一丿夂日
夏;一自夂
夐;目冂夂勹人
夒;一ハ夂已止目自貝頁
夓;一ハ夂ヨ目自臼貝頁
夔;一儿ハ丷夂已止目自見首
夕;夕
外;卜夕
夘;夕卩
夙;几歹
多;夕
夛;ヨ夕
夜;⺅夕亠
夝;夕生
夡;口士夕
夢;⺲夕冖⺾
夣;亠冖厶夕⺲
夤;一丨ハ夕宀田
夥;田木夕
大;大
夨;大
天;一大
太;大丶
夫;人二大
夬;人大二ユ
夭;丿大
央;丿一大冖
夯;力大
夰;丨丿大
失;丿人二大
夲;十大
夳;二大
夵;大小
夶;大
夷;丿一弓大
夸;大二勹
夽;二厶大
夾;人大
夿;乙大已巴
奃;丶大氏
奄;乙大日奄
奆;匚口大
奇;一口大亅
奈;示二小大
奉;丨一人大二
奎;大土
奏;一禾大二人
奐;大儿冂勹
契;大土刀亠
奒;亠大幺玄
奓;夕大
奔;丿一十大廾
奕;赤大ハ亠
套;大長厶
奘;士大爿
奙;乙厶大日奄
奚;大爪幺
奛;大日月
奝;丨二冂口土大
奞;大隹
奟;丶冂大月
奠;大酉丷
奡;一丨丿大目自
奢;大日⺹
奣;一大日月
奥;大米冂
奧;丿大米冂
奨;寸大爪爿
奩;口大匚品
奪;寸大隹
奫;一大⺡爿片
奬;寸大爿夕
奭;一大日白
奮;大田隹
奯;一丨丿厂大戈止
奲;丿十口土大⺹日田
女;女
奴;女又
奵;一亅女
奶;乃女
奸;干女
她;丨乙匕女也
奻;女
奼;一丿乙匕女
好;子女
妁;女丶勹
如;口女
妃;女已
妄;亡女亠
妊;丿王士女
妋;一丿二大女无
妌;一二女廾
妍;丨丿一女二廾
妎;丨丿𠆢女
妒;一丶丿女尸戸
妓;支女又十
妕;丨口女
妖;丿女大
妗;一丶𠆢女
妙;丿女小
妛;一山女
妝;女爿
妟;女日
妣;女比
妤;一亅マ女矛
妥;女爪
妧;二儿女
妨;女方
妬;口女石
妭;又女弋
妮;匕女尸
妯;丨女日田
妰;一丨丿二女
妲;女日
妳;一丿亅ハ勹女小
妷;一丿大女
妹;丨女二ハ木亠
妺;一女木
妻;丨ヨ一女
妼;丿女心
妾;女立
姁;勹口女
姃;一女止
姄;女尸氏
姆;女母毋
姈;一丨丶亅𠆢マ女
姉;巾女亠
姊;丨丿亅女牙
始;口女厶
姍;一丨亅冂女廾冊
姐;女目
姑;口十女
姒;丶丿女
姓;女生
委;禾女
姙;丿⺅士女
姚;女儿冫
姜;王女丷羊
姝;一丿木
姞;口士女
姟;亠女幺玄
姣;亠女父
姤;一丿口女
姥;女⺹匕
姦;女
姧;一十女干
姨;弓女人大
姪;至女土厶
姫;女臣
姮;一女日
姯;一儿女⺌
姱;二勹大女
姲;女宀
姴;⺉女歹
姶;一口女𠆢
姷;一丿女月
姸;一十女干
姻;女大囗
姿;欠女冫
娀;一丿女戈
威;丿女戈厂
娃;女土
娄;女米
娉;丨女田一勹
娌;女里
娍;丿亅厂女戈
娎;女⺘斤
娑;丿⺡女小
娒;一丿女毋母
娓;女尸毛
娗;丿士女廴王
娘;艮女
娚;女田力
娜;女刀⻏二
娞;女爪
娟;月口女
娠;衣女辰厂
娣;丨丿丷女弓
娤;士女爿
娥;女亅戈
娧;儿ハ丷口女
娨;一十女干日
娩;女免儿
娪;一二口女五
娭;一丿厶大女矢
娯;口女ハ
娰;丶丿⺅女
娵;耳女又
娶;耳女又
娼;女日
婀;口女亅⻖一
婁;丨一口女
婄;口女立
婅;勹女米
婆;⺡女皮又
婇;女木爪
婈;ハ土夂女
婉;女夕卩宀
婌;一卜又女小
婐;女日木田
婕;土女ヨ走
婚;氏女日
婞;一丷十土女干
婢;十女田
婣;女爿片
婥;十卜女日
婦;ヨ巾女冖
婧;二亠土女月青
婪;女木
婬;丿士女爪
婭;一丨女
婷;一亅亠冖口女
婺;マ女攵矛
婻;一丷冂十女干
婾;一丶丿人冂女月
婿;月女疋
媄;丷大女王羊
媋;一二大女日
媐;匚女已臣
媒;甘女木
媓;女日王白
媖;大女⺾
媙;一丿厂女戈
媚;女目尸丨
媛;丿女爪又
媜;ハ卜女目貝
媞;女日疋
媟;一丨女木世
媠;一丿女工月
媢;二冂女目
媧;冂口女
媬;⺅口女木
媱;丶凵夕女山爪缶
媲;丶丿匕口女比
媳;女心目自
媵;一丶ハ丷冂大女月
媸;一女屮山虫
媺;一儿几女山攵
媻;一丨丶冂几又女殳舟
媼;皿女日
媽;女馬
媾;丨一女二冂
媿;儿匕厶女田鬼
嫁;女宀豕
嫂;丨女田又
嫄;厂女小日白
嫆;𠆢ハ口女宀谷
嫈;冖女火
嫉;女矢疒
嫋;弓女冫
嫌;丨ヨ女ハ丷
嫏;丶厶女⻏日
嫐;女田力
嫖;示二小女西
嫗;口女匚品
嫚;又女日⺲
嫜;十女日立音
嫠;一厂女攵木
嫡;口十女丷立亠冂啇
嫣;一止女鳥⺣
嫥;一丨十厶女寸日虫
嫦;巾口女⺌
嫩;丨口女ハ木攵
嫪;丿𠆢冫女彡羽
嫮;一丨二冂勹女雨
嫰;人勹口女木欠
嫵;一丨丿女⺣無
嫶;女⺣隹
嫺;女日門
嫻;女木門
嫽;丶丿大女小日曰
嬀;丿亅女⺣爪
嬁;丷口女癶豆
嬈;一儿土女
嬉;口士女豆丷
嬋;丨口十女田
嬌;丿口女大冂
嬖;口十女辛立尸
嬗;一亠口囗女日
嬙;人口囗土女
嬛;一口女⺲衣
嬝;一丨亅亠女日白衣鳥
嬡;冖夂女心爪
嬢;衣女ハ亠
嬥;丿冫女羽隹
嬪;丿貝目ハ女小宀
嬬;雨而女
嬭;一丨ハ冂女爻
嬰;貝目ハ女
嬲;女田力
嬴;一丶亠几口女亡月
嬶;自女田鼻目廾
嬸;丿女宀田米
嬾;丨貝目口女ハ頁木
孀;雨女木目
孁;一丨二冖口女雨
孃;丨衣一口女亠
孅;女人戈韭
孋;一丶冂匕女广比鹿
孌;女小幺糸言
子;子
孑;子
孒;一亅子
孔;乙子
孕;乃子
孖;子
字;子宀
存;丨丿一子
孚;子爪
孛;士子十冖
孜;子攵
孝;子⺹
孞;子心
孟;皿子
季;禾子
孤;瓜子
孥;子女又
学;子⺌冖
孨;子
孩;子亠
孫;丿子糸幺小
孮;二子宀小示
孯;匚又子臣
孰;九口子丶亠
孱;子尸
孳;一子丷幺
孵;子爪丶卩
學;臼子冖
孺;丨一雨子而冂
孼;丨丿十口子屮立辛
孽;丨丿十口子⺾立辛
孾;ハ女子目貝
孿;子小幺糸言
宀;宀
宁;一亅宀
它;匕宀
宄;九宀
宅;丿一乙宀
宆;宀弓
宇;干亅宀
守;寸宀
安;女宀
宊;丶大宀犬
宋;木宀
完;二儿宀元
宍;ハ亠宀
宎;丿大宀
宏;丿一厶宀
宐;一丶勹宀ヨ彑
宑;一宀廾
宓;丿宀心
宔;丶宀王
宕;口石宀
宖;厶宀弓
宗;示二小宀
官;口宀
宙;丨日宀田
定;疋宀
宛;夕卩宀
宜;一目宀
宝;王宀丶
実;士大宀
客;口夂宀
宣;一日宀
室;至土厶宀
宥;丿一月宀
宦;臣宀
宨;丶丿儿冫宀
宩;宀米
宬;丿亅厂宀戈
宭;丿口宀ヨ
宮;口宀
宯;丿土子宀⺹
宰;十辛立宀
宱;一丨丿⺅宀
宲;口宀木
害;口土亠宀
宴;女日宀
宵;月⺌宀
家;宀豕
宷;丿宀米
宸;衣辰厂宀
容;穴口谷ハ𠆢宀
宺;丨儿口宀川
宼;二儿女宀
宿;⺅白宀
寀;宀木爪
寁;土宀ヨ走
寂;小卜又宀
寃;免丶儿宀
寄;一口大亅宀
寅;田ハ宀
密;丿山心丶宀
寇;二卜又儿宀元
寉;宀隹
富;口田宀
寍;宀心皿
寎;一人冂宀爿
寏;ハ勹口大宀
寐;二ハ亅宀爿
寒;一ハ宀丶井
寓;田冂厶宀禸
寔;日疋宀
寖;冖又宀ヨ⺡
寗;一丨丿宀心月
寘;一ハ冂匕十目貝頁
寙;厶宀瓜
寚;凵宀山王缶
寛;見宀⺾
寝;ヨ又冖宀爿
寞;大日宀⺾
察;丿示二小宀癶
寠;一丨口女宀日
寡;一自刀ハ宀
寢;ヨ又冖宀爿
寤;口宀爿五
寥;羽𠆢冫宀彡
實;一貝目ハ田宀
寧;一心⺲亅宀
寨;丨一ハ木宀
審;田釆米宀
寫;臼勹宀⺣
寬;丶儿宀⺾目見
寮;小日丷𠆢宀
寯;丨亅宀隹
寰;衣一口⺲宀
寱;宀木爿目自
寳;王貝目ハ小宀
寴;一儿宀小目立
寵;月立宀
寶;王貝目ハ缶凵宀
寸;寸
寺;寸土
寽;寸爪
対;寸文
寿;丿一寸二
封;寸土
専;十寸田
尃;一丨丶十寸日
射;身寸
尅;口十寸儿
将;寸爪爿
將;寸夕爿
專;一十寸虫田厶
尉;示二小寸尸
尊;寸酉丷
尋;ヨ口工寸
尌;丷十口士寸豆
對;王寸丷羊
導;⻌自寸丷
小;小
少;丿小
尒;𠆢小
尓;丿小
尖;小大
尗;一卜小
尚;口⺌冂
尞;丶丿大小日
尟;一丿小日止疋
尠;丿甘小儿匚
尢;尢
尣;儿ハ
尤;丶尢尤
尦;丶儿ハ勹
尨;丶尤彡尢
尩;儿ハ王
尫;一儿王
尬;一丨丿乙𠆢
尭;十儿廾一
尮;一丿乙乃木
尰;一丨丿乙二日車
就;口小丶亠尤尢
尲;一丨丶丿乙丷ヨ
尵;一丿乙ハ目虫貝
尶;一丶丿乙匚皿臣
尸;尸
尹;丿ヨ一
尺;尸丶
尻;九尸
尼;匕尸
尽;尸丶
尾;毛尸
尿;水尸
局;口尸
屁;比尸
居;口十尸
屆;士土凵尸
屈;丨山尸
届;丨日尸田
屋;至土厶尸
屍;一夕匕尸歹
屎;米尸
屏;丨丿二丷尸廾
屐;支尸彳又十
屑;月⺌尸
屓;貝目ハ尸
展;丨衣一二尸
屙;一亅口尸⻖
屚;尸雨
屛;一十尸干
屜;一丨尸彳世
属;丿尸禸
屟;一丨尸木世
屠;日⺹尸
屡;女米尸
屢;一口女尸日
屣;尸彳止
層;田日丷尸
履;日夂尸彳
屧;一丨尸彳木世
屨;一丨口女尸彳日
屩;丿冂口大尸彳
屬;虫⺲勹尸
屭;ハ尸目貝
屮;屮
屯;丿乙凵屯
屰;一丷屮
山;山
屴;力山
屵;厂山
屶;山刀
屹;丿乙山
屺;山已
屻;丿刀山
屼;一儿山
屽;一十山干
岇;丿卩山
岈;山牙
岊;乙山已巴
岌;及山
岏;二儿山元
岐;山支又十
岑;山𠆢
岒;丶人山
岔;山刀ハ
岝;一丨丿二山
岟;大山
岠;匚口山
岡;丷冂一山岡
岢;一亅口山
岣;勹口山
岦;山立
岧;刀口山
岨;一山目
岩;口山石
岪;山廾弓
岫;丨山田
岬;丨山日田
岭;一丨山
岱;⺅山弋
岲;儿口山
岳;山斤一
岴;一山斤
岵;十口山
岶;山白
岷;口山氏
岸;干山厂
岺;一丨丶亅人マ山
岻;山氏
岼;丨干山二ハ
岾;口山卜
峅;山厶廾
峇;口山𠆢
峉;口夂山
峋;勹山日
峐;丿亠山幺玄
峒;一冂口山
峗;勹卩厂山
峙;山寸土
峝;一冂口山
峠;丨一山卜
峡;山人大二丷亠
峨;山亅戈手
峩;山亅戈
峪;口山ハ𠆢谷
峭;月山⺌
峮;丿口山ヨ
峯;丨一山夂
峰;丨一山夂
峱;一ユ山⺨
峲;丿⺉山木禾
峴;儿山目見
島;山鳥白
峺;丿一山田
峻;山儿厶夂
峽;山人大
崁;人勹土山欠
崆;儿ハ宀山工
崇;山示二小宀
崋;丨一山
崍;人大山
崎;口山大丨一
崐;匕山日比
崑;山日比
崒;亠人十山
崔;山隹
崕;山土厂
崖;山土厂
崗;山丷冂凵岡
崘;丨一山𠆢冊
崙;丨一山𠆢冊
崚;山土儿夂
崛;丨山尸
崝;二亠土山月青
崟;金山
崠;一丨山日木田
崢;ヨ山爪亅尸
崣;丿女山木禾
崤;一丶丿山月
崦;乙大山日奄
崧;儿厶山木
崩;月山
崫;丨凵尸山
崱;ハ⺉山目貝
崴;一丿厂女山戈
崹;丨亠丷冂冖山巾
崽;山心田
崿;二勹口山
嵂;丨二山ヨ彳聿
嵃;丶丿亠厂山彡立
嵆;丶丿尢山木尤禾
嵇;丶丿尢山木尤禾
嵈;丿二又山爪
